id,target
80808,0.91723907
87300,0.9164459
113610,0.9168642
68221,0.91200626
32307,0.91510475
53974,0.90258104
80255,0.864448
37547,0.88557076
62782,0.9167923
60206,0.91610444
109533,0.9177951
31952,0.61973256
31266,0.90360713
49517,0.8698739
52843,0.8731603
107949,0.89050967
50424,0.8577288
28080,0.91526234
63289,0.7812474
59792,0.8561233
8600,0.91526234
30415,0.9150969
92033,0.9010715
51339,0.8850662
104556,0.91722715
67550,0.9067241
71744,0.8194057
49589,0.9013294
17018,0.8433091
34936,0.7375482
110058,0.91780144
67668,0.9073876
75859,0.915384
38878,0.8933571
107894,0.9150782
63438,0.9111854
75713,0.91780144
15713,0.8957937
34402,0.89969033
40084,0.91687876
64940,0.8916842
66279,0.9158538
77818,0.8931601
63889,0.91432106
48861,0.9157382
26520,0.9024453
66559,0.9175852
24068,0.5859442
20211,0.89101624
86715,0.9134903
68601,0.91712326
95696,0.90422523
60049,0.9138535
7620,0.86582994
42468,0.9127555
106475,0.9052261
43145,0.91687876
102597,0.914471
93680,0.8908653
37065,0.83334994
49472,0.90271634
45364,0.68084586
112287,0.89536476
90044,0.8800634
40999,0.9127531
93637,0.9175852
47689,0.91684496
15068,0.91532516
67323,0.90400213
285,0.901664
76543,0.9166988
52901,0.81395245
10299,0.910995
8199,0.4029547
10875,0.70187724
36812,0.9165086
110,0.7537444
25682,0.7707578
7331,0.8415648
76947,0.8587922
28303,0.89130527
32212,0.8592084
18692,0.9118272
75865,0.91548336
74466,0.8912216
81378,0.9012378
85492,0.7340603
67992,0.8869869
12527,0.9155608
48212,0.84729946
61180,0.9130901
56340,0.9013306
64227,0.91780144
35539,0.913907
9233,0.91220164
97645,0.7887649
106742,0.46585208
84955,0.8575527
36443,0.8767502
2970,0.69182825
48583,0.8840868
67490,0.9115554
45242,0.9097316
83608,0.9155661
86807,0.9149275
92793,0.91780144
32458,0.9164306
18258,0.9155559
93246,0.8908379
29747,0.8550373
44469,0.89112407
18998,0.91662025
100686,0.8937317
21670,0.9127504
106701,0.91575193
21844,0.91780144
61174,0.91063464
933,0.9169029
563,0.91691583
90185,0.9108681
29080,0.8957709
32967,0.90213335
110889,0.91326404
54059,0.8205441
86664,0.91683006
72104,0.91780144
82239,0.9057002
59755,0.84268504
1785,0.88653445
36377,0.8503795
73334,0.7975043
26731,0.9144683
78548,0.9134787
54472,0.9175852
70631,0.91103774
44942,0.7923617
54130,0.9174731
11938,0.9155604
15837,0.9151375
64537,0.8567601
65402,0.91142637
18680,0.9160863
69375,0.90350664
71042,0.8454493
69164,0.9025022
19288,0.916799
17115,0.9169535
105949,0.8725237
55257,0.91692185
6583,0.9169376
24751,0.91726685
19545,0.8957878
38187,0.84965354
38983,0.90949094
100340,0.9051463
71337,0.90629506
73505,0.8899379
240,0.91683006
83153,0.8971437
371,0.9167421
50283,0.89520454
31513,0.9166554
24174,0.86802775
46907,0.78005314
94141,0.8780005
5483,0.91447926
91282,0.9102894
41378,0.8395793
7904,0.9159463
41632,0.91517353
84817,0.89121896
54335,0.91653365
52362,0.9168017
21141,0.9054007
8040,0.89467394
13042,0.915047
40276,0.9150305
1203,0.75082123
54902,0.8952119
42127,0.85501975
61200,0.8982223
29807,0.91719353
32558,0.8855241
25499,0.9175852
71523,0.9152009
38791,0.91780144
12101,0.7991981
4730,0.9160086
17126,0.89430267
85187,0.5890662
16129,0.8917068
51250,0.8700102
112931,0.91255224
17857,0.8890698
31762,0.9164521
87034,0.75145453
59018,0.91509676
81008,0.9175937
91203,0.89835566
111875,0.904764
70722,0.7836852
55926,0.9118197
67538,0.8576268
113041,0.8987275
30934,0.87133116
87109,0.64542896
26979,0.91551554
61557,0.9096453
29950,0.9130569
17,0.9136345
68226,0.90003383
79507,0.900906
23107,0.84259593
27741,0.83059126
34314,0.9162026
79354,0.90947944
97813,0.88866526
730,0.9101272
19260,0.8972845
79119,0.8024315
77689,0.91505605
36363,0.77422506
6264,0.9088019
26935,0.9106831
78464,0.8879178
44785,0.86819905
31835,0.9138694
42606,0.9066453
55554,0.9165774
106579,0.7757113
68977,0.88979614
85323,0.9084358
85288,0.7034156
52701,0.9154863
107848,0.8926956
97392,0.91231525
57996,0.89283967
113716,0.9154211
97317,0.90981954
16466,0.91666186
38691,0.8948547
49638,0.91531044
541,0.59468967
45882,0.90980995
18853,0.86117834
4572,0.91780144
99403,0.9165167
55514,0.9169535
103119,0.80762726
64141,0.90201056
76939,0.9001253
17453,0.87728155
107821,0.8772304
62063,0.9175937
108737,0.9176942
110123,0.9134226
109498,0.9155445
108324,0.86665916
10990,0.7618985
18649,0.91700923
90653,0.8963545
98585,0.833337
9888,0.88646024
61129,0.88012916
26829,0.7087229
110111,0.887262
56138,0.41955152
27858,0.91184276
86241,0.8704938
8305,0.9151
19363,0.9175852
48827,0.908584
38241,0.90645164
41847,0.89396775
23347,0.76864064
2423,0.65812606
32271,0.91683006
49130,0.89035815
8225,0.9015082
88846,0.91773736
34908,0.58623266
45794,0.85066754
64211,0.91719353
2611,0.89762914
69544,0.8109492
90530,0.8903967
40940,0.8664418
9467,0.8412215
77485,0.901837
106783,0.915537
110503,0.8913086
20612,0.88042635
51833,0.9085852
11543,0.9141302
38547,0.91780144
110186,0.91098
16478,0.91668826
110370,0.91722715
2582,0.90424204
55197,0.9175811
66699,0.91697514
85881,0.9133384
100517,0.81264776
113642,0.91354734
25917,0.89481634
39337,0.9115567
91854,0.8947689
102173,0.86633074
67598,0.8144025
3318,0.91208184
111501,0.9157665
55471,0.88357955
56699,0.88948524
36379,0.9132277
39126,0.8947366
45286,0.9175962
62671,0.9177583
108685,0.86971605
53311,0.90786654
76703,0.6410091
40596,0.9164108
33861,0.9114518
105734,0.91683006
63398,0.8982413
95002,0.2861006
27839,0.9134943
35984,0.9166988
38573,0.87583476
53998,0.91722715
105924,0.87638944
33061,0.7030688
23505,0.91780144
29143,0.9136092
26013,0.82201105
61739,0.916921
36627,0.90708494
68964,0.90628123
41861,0.91351575
81967,0.9155909
17243,0.642811
83527,0.9141746
62335,0.7843506
97278,0.9177583
75436,0.9161926
57411,0.8987162
49715,0.7812311
61363,0.8617986
99711,0.90729076
108464,0.89864266
50910,0.8955861
29695,0.91722715
19978,0.9118964
109491,0.8441866
30458,0.86975664
102908,0.91753453
31485,0.904187
14662,0.8494472
35264,0.82475483
95210,0.8779106
19350,0.9120375
8891,0.91780144
82982,0.9149793
90861,0.8763952
4887,0.87116164
95441,0.90636444
109730,0.91719353
86149,0.7985534
84028,0.45100287
70235,0.9167038
107798,0.9176942
83208,0.90393364
100504,0.91298264
98598,0.90834403
91456,0.890474
77699,0.9033483
86884,0.9136569
54632,0.91186935
94363,0.9139056
73097,0.51071733
1532,0.8954862
14207,0.9150578
78777,0.9170736
73798,0.90677613
12878,0.9002573
49661,0.9100916
56981,0.90116316
70185,0.8773258
59851,0.91780144
107483,0.8428849
76527,0.90252674
63588,0.9159768
40883,0.9116652
92065,0.9002027
92667,0.6512199
88987,0.90142965
57025,0.9025324
94299,0.91753453
70371,0.91722715
67464,0.90995425
65614,0.84809846
97224,0.9167209
82015,0.90098673
57111,0.9031501
89018,0.8872889
21914,0.75374097
17041,0.9113937
65029,0.9042428
91948,0.895883
38033,0.8982574
44878,0.8959487
21725,0.8964676
1984,0.9074633
10796,0.91772777
111869,0.8966654
71905,0.89976805
31724,0.8838107
35676,0.89677566
24135,0.90845215
19381,0.91000825
109279,0.90213794
44173,0.8362642
41794,0.91780144
32555,0.90576935
5460,0.7901245
19210,0.8966722
108312,0.8419974
18506,0.7755064
49761,0.91637415
50722,0.73001003
22172,0.91057324
55784,0.8703194
81365,0.91780144
18071,0.9149206
49545,0.84845394
47832,0.84684306
41763,0.8057216
86331,0.7760389
9178,0.89628947
5035,0.91682905
36361,0.67638123
91169,0.91564584
79064,0.65766317
7966,0.9027146
18685,0.88722664
99109,0.8947381
233,0.9084235
86917,0.8966814
100637,0.9047992
89914,0.8813762
62554,0.9171174
76687,0.7126604
55104,0.8953814
25341,0.9126803
58071,0.7436162
7151,0.89816636
21041,0.9151929
41724,0.9060133
91225,0.82684624
81936,0.9164459
19787,0.8809418
29633,0.91196084
13823,0.90236616
19103,0.9161743
27504,0.6729612
8398,0.916799
36490,0.9175852
54757,0.68544245
16781,0.72300476
8919,0.7951782
54532,0.90134674
21472,0.9158094
107085,0.9141314
1691,0.90885645
58738,0.7191249
18469,0.79313964
13532,0.6707323
34351,0.90781343
6487,0.912918
55919,0.9050547
41437,0.9164424
15763,0.9004331
13375,0.8016221
73018,0.9167544
27358,0.39512312
47857,0.8692249
28430,0.64177215
39036,0.8960243
49493,0.91780144
82147,0.9148635
8958,0.8945984
46998,0.9133866
53193,0.91145074
89825,0.91298264
104055,0.85729647
45162,0.9170019
105597,0.687565
76271,0.9158675
6384,0.9102451
55047,0.9135144
106361,0.85593885
44462,0.90842706
77449,0.91678756
108619,0.5885077
23457,0.90851384
76950,0.4320094
63395,0.91257954
96752,0.9173134
95217,0.82053816
71818,0.8949618
72519,0.91660845
22917,0.8930306
87293,0.91712326
18272,0.9074668
2931,0.91618866
74633,0.90748316
35661,0.59947675
90892,0.9153314
33889,0.9144688
95607,0.8864355
113189,0.91515476
107501,0.91363215
89926,0.90187496
1687,0.8932238
67293,0.9139012
11304,0.8806369
1634,0.90068877
58090,0.9137786
16935,0.9164963
49664,0.90852886
17568,0.9002967
100524,0.9156965
109870,0.9153569
99916,0.91780144
80442,0.8205742
78314,0.88609964
82666,0.90546453
74541,0.81074107
12496,0.9090752
2063,0.84691095
40085,0.8629457
16182,0.8932027
86105,0.9159666
29912,0.9175937
4012,0.8784626
93060,0.8960875
67130,0.89430684
8778,0.91780144
95269,0.8707057
13206,0.91572964
97228,0.9151929
48811,0.91493547
73434,0.91538966
46635,0.8932377
22555,0.89630616
33934,0.8515426
13105,0.8970614
57861,0.91722393
105664,0.91326475
35603,0.8700391
104415,0.86048955
44330,0.87340045
72098,0.9159466
83169,0.8007797
49568,0.9138517
103402,0.91091937
10115,0.8785312
66247,0.9057721
37717,0.91565555
63887,0.9079549
93327,0.8238505
18725,0.84998345
29920,0.8978021
41571,0.88796455
72077,0.9165412
64670,0.8992956
92872,0.9126389
22910,0.91147923
32754,0.91223913
77665,0.89877385
63726,0.9098975
3463,0.78335273
52488,0.5523265
34107,0.9162323
70799,0.8848631
61235,0.91572595
19066,0.91277725
18470,0.9155445
82082,0.89487064
99249,0.9094306
41481,0.8651736
79190,0.9114675
10673,0.8290639
34472,0.44195005
102923,0.86251456
28970,0.9025076
75959,0.8214276
23354,0.89050215
92852,0.48771986
3078,0.89137036
40073,0.9029401
56926,0.89225227
47639,0.8713227
71239,0.81820184
35429,0.90366846
7495,0.916798
46620,0.9146096
5384,0.56739885
110254,0.8558225
87763,0.8943889
60949,0.9007124
13918,0.5853045
48935,0.89378303
2270,0.9019566
107214,0.9142436
4173,0.8857123
90515,0.9147388
63265,0.7236716
93802,0.9167421
63048,0.91780144
1499,0.9172996
33354,0.8965933
83481,0.89268774
82136,0.9049685
79878,0.8058447
78817,0.5575951
70116,0.7321657
54980,0.90809596
5119,0.6597941
49740,0.7930338
73923,0.8439471
13682,0.916799
61096,0.9137782
106233,0.91152245
113185,0.9125268
71792,0.9167704
3216,0.8262871
33653,0.91722715
39852,0.5598603
86397,0.8870111
74310,0.916534
7129,0.9084366
52695,0.90195876
3993,0.78745127
111278,0.91683006
31289,0.89886326
29167,0.88860154
14626,0.9157909
33757,0.894017
32299,0.91208726
110815,0.9026818
34672,0.9175852
100599,0.87305593
24307,0.9155024
35824,0.87630624
35223,0.86302525
109522,0.90860075
53697,0.9138397
96339,0.91038233
90929,0.9058122
94354,0.88342667
377,0.89441395
34327,0.9164322
36935,0.7568914
13879,0.8805971
5177,0.91780144
73525,0.86710006
41672,0.8575614
85947,0.9177951
78379,0.91683006
52171,0.8065266
9782,0.7802407
46775,0.899176
24894,0.8315639
98745,0.91554594
67718,0.91360474
75786,0.90858626
61700,0.73032117
93766,0.9017609
113194,0.6903502
435,0.90645224
107639,0.88354653
51786,0.80507505
42888,0.8765716
109174,0.91773736
83561,0.9022796
92930,0.9112408
59086,0.90014994
68356,0.9176248
58921,0.90740556
4613,0.8762356
57587,0.6463235
16750,0.90714866
18560,0.91550845
57350,0.7762473
94554,0.88780814
48208,0.7615396
12104,0.916799
22783,0.9021805
79546,0.89702284
25605,0.91683006
63050,0.8524159
38891,0.886875
108655,0.9130096
47247,0.90708053
62238,0.91671634
8900,0.910098
57902,0.9114254
88841,0.91499937
26211,0.9161323
36472,0.8947425
32100,0.90430516
70176,0.91260076
102767,0.916346
44842,0.71393126
94572,0.9177583
14173,0.91318274
46074,0.90976477
22265,0.6684407
21623,0.8954682
91697,0.9126285
28118,0.67816
41536,0.9127823
1734,0.84246606
15143,0.9079009
41172,0.89306647
72708,0.91753453
28186,0.91031754
83364,0.89561665
44968,0.89188486
42972,0.90040714
109678,0.90578413
22438,0.8978357
47330,0.9132249
29038,0.910288
49659,0.8587284
100158,0.80769944
85736,0.9176942
53004,0.50871587
81196,0.9157015
82352,0.74447376
87968,0.9158889
66209,0.8817092
15336,0.87454087
78562,0.85829735
110100,0.91267705
108875,0.87244266
27946,0.88181907
31078,0.9141718
11659,0.9109626
23456,0.9158239
44554,0.8968045
30515,0.9175852
84139,0.89972955
21103,0.91780144
72130,0.846911
87126,0.9128866
71210,0.89299744
37012,0.91773736
38355,0.9152946
82150,0.9132765
5501,0.9133977
22769,0.90882516
103466,0.91773736
98080,0.87580705
71323,0.91710246
42927,0.9155325
13977,0.50987023
15914,0.9177583
104318,0.9162203
100905,0.9114274
253,0.90369093
31031,0.91473913
72875,0.7562252
87358,0.89365613
106459,0.9101824
109964,0.9170392
10479,0.7523353
81489,0.9109074
38195,0.915885
6468,0.9155709
36367,0.7329223
77920,0.89781725
51956,0.8988934
67364,0.8955241
101225,0.90445375
78210,0.91780144
57723,0.9063705
4450,0.9158479
69536,0.90804493
30708,0.8358151
10632,0.6045096
2536,0.887058
3736,0.71350616
12334,0.9110448
94403,0.91653234
2566,0.9086215
86767,0.89634734
86972,0.89921504
54801,0.91530126
105418,0.896811
8949,0.9166894
22007,0.6574842
98032,0.91533893
50578,0.8872618
3095,0.9068412
69062,0.8401299
66330,0.845065
82641,0.89321977
79874,0.91563773
58158,0.8986134
63605,0.8772464
55238,0.9168904
105054,0.91586757
87292,0.91333675
14430,0.753787
16900,0.9138415
2877,0.9143424
48361,0.9134602
89818,0.8991407
89750,0.91412234
37642,0.90380985
61735,0.5725306
26772,0.91505075
37775,0.88372916
62334,0.9168504
11900,0.7787099
109729,0.8276365
44721,0.91331285
48950,0.9098981
56269,0.9154953
87906,0.86220944
64387,0.8849037
56725,0.56126523
56596,0.8346214
69507,0.8779969
27917,0.9155336
6452,0.91530275
86945,0.901627
55559,0.9116323
73470,0.90512556
86578,0.77066016
48929,0.91780144
84428,0.90050274
12339,0.8176425
667,0.9166554
85961,0.8864298
48084,0.9067636
75384,0.81127596
80400,0.8889728
74996,0.90810233
60130,0.9146436
2937,0.7857899
64293,0.89124763
107553,0.91638976
58507,0.9177583
46933,0.91780144
47301,0.91780144
14889,0.8556084
96810,0.91549426
93344,0.9006815
26004,0.8925217
30718,0.5225795
85435,0.9161949
110515,0.9104547
23532,0.9035828
88540,0.91780144
12591,0.80066466
22526,0.8813333
38864,0.9143946
104073,0.909348
47821,0.91780144
13948,0.91654503
12410,0.9139607
80633,0.9173134
68038,0.9166381
46338,0.91332036
80701,0.88824826
2212,0.9167544
108127,0.91683006
107406,0.9106987
73111,0.8661693
30816,0.910378
85708,0.91780144
53515,0.90315527
71767,0.8089426
42152,0.8801156
85639,0.9154473
109416,0.8897172
1877,0.88395077
30815,0.89448285
83100,0.9092576
51445,0.91566145
64492,0.8986605
5437,0.90915316
12595,0.8521817
56508,0.88724387
100485,0.8909924
58001,0.90185356
93638,0.8377894
13462,0.82702327
65195,0.866332
12752,0.809018
60464,0.9173134
80267,0.88791585
3081,0.90600413
73577,0.910905
59223,0.4004774
89833,0.8631523
57957,0.91780144
75330,0.8593885
26587,0.42535457
108390,0.9006195
101488,0.9052563
39968,0.9124498
56899,0.90832967
22113,0.7594537
13339,0.9149442
39930,0.9175852
85839,0.9159962
78162,0.91722715
107569,0.91773736
95950,0.89560163
112080,0.9149251
64319,0.8813324
8750,0.8981334
63786,0.836632
103639,0.7999246
18757,0.6970095
84812,0.8112408
96198,0.87375736
88055,0.9175852
98367,0.8997886
92782,0.91697544
54560,0.90785486
93754,0.8351839
79835,0.9151124
32338,0.9140076
40058,0.9113548
36185,0.9158026
95814,0.8942111
26607,0.9168017
31431,0.84562725
5083,0.87903905
31621,0.91183645
90318,0.9161836
32956,0.4907474
20885,0.84202486
91982,0.90176123
28219,0.9069868
7706,0.8961516
31541,0.85038537
52153,0.9169903
74760,0.8440603
27834,0.9120739
78520,0.894806
70455,0.8942075
74162,0.9160143
79778,0.90100735
18866,0.916799
92959,0.9122303
64878,0.88640714
33764,0.7807738
25568,0.91417086
56170,0.63996077
27706,0.8924544
36633,0.9140326
111680,0.89510214
85735,0.8998802
24708,0.8956098
10025,0.8279342
33843,0.89433557
111600,0.5873236
61620,0.9103283
19010,0.91267544
43977,0.9157885
20750,0.91505694
14598,0.8387126
92419,0.8685475
71680,0.91365534
47896,0.90253997
21061,0.9137137
31013,0.7874511
64405,0.91336113
25627,0.9145861
35971,0.9054476
107192,0.8875074
112161,0.83838177
32,0.83595693
27385,0.9060734
44990,0.81619275
16171,0.91300166
83682,0.9117757
86469,0.8751711
74337,0.90097857
45130,0.8727929
103229,0.8842667
83847,0.9079844
24664,0.91713536
2464,0.86253893
80682,0.9165848
55518,0.9159962
16440,0.9004428
61643,0.9168017
16790,0.91120106
17753,0.9175852
109561,0.91754353
31973,0.89817137
85779,0.9114787
83816,0.8527647
84878,0.9032936
88486,0.8752666
112670,0.9175786
95760,0.9160335
86246,0.7789692
40293,0.91780144
9852,0.9139293
90419,0.9158072
57329,0.9155157
57087,0.91451883
53968,0.91135764
111463,0.7595659
41412,0.9042476
81141,0.91753453
79790,0.8938053
45879,0.90802085
82807,0.9058064
74608,0.91586536
11066,0.79395044
14470,0.8925133
88492,0.90786195
79919,0.91773736
41279,0.7408664
61531,0.8962055
15345,0.89951897
8338,0.88806164
10874,0.91773736
31112,0.9175852
39354,0.9154207
94216,0.7738788
4239,0.86034614
61212,0.91530067
96492,0.9145154
65351,0.90814984
112849,0.8851362
37269,0.89781576
11601,0.8293754
42836,0.9162542
25791,0.90682065
76725,0.8258019
71632,0.9135768
5372,0.7713102
90329,0.8280115
40861,0.9044562
7921,0.77291125
102805,0.8241156
109840,0.9085462
61204,0.91372585
61867,0.61440647
32519,0.8517932
103818,0.91505235
46969,0.78325194
52143,0.9160276
27652,0.9158767
70745,0.8910851
108204,0.9116311
42505,0.9165234
36153,0.9131065
104255,0.9176942
20758,0.893856
65460,0.91550726
96347,0.91243845
37872,0.91323274
37975,0.9014192
40853,0.74597955
90968,0.8407691
82707,0.91684496
69706,0.87676793
89621,0.91780144
27104,0.9164948
114054,0.9166061
70070,0.9164023
16245,0.91504025
105379,0.9155857
51978,0.89157146
1134,0.91674167
30678,0.91772926
91025,0.88944465
8642,0.89271367
69861,0.78704375
10413,0.91473365
93267,0.9155506
109982,0.9117451
2669,0.916799
24129,0.8772675
6589,0.89424103
106751,0.8970823
80860,0.91687876
44907,0.74995524
59507,0.91606593
33147,0.87745154
73636,0.91722715
90319,0.85581833
87835,0.8524948
3549,0.82798636
47486,0.8849439
4519,0.9081166
54806,0.7499636
108968,0.91780144
7811,0.86908317
45252,0.87711346
75462,0.9167704
69440,0.75532866
48341,0.63604826
105056,0.9177583
21749,0.91666204
98247,0.69646
47154,0.9158453
78911,0.9134751
51107,0.90213645
101627,0.91049606
69520,0.9126821
104714,0.90567225
59715,0.90735364
34913,0.8769769
85347,0.9034275
60273,0.86571574
2645,0.8600153
88595,0.54246783
104654,0.6986508
95524,0.904821
79706,0.8994847
15836,0.6718973
39611,0.8836289
71012,0.91683006
71721,0.91773736
31545,0.85668856
50771,0.9103607
106046,0.9165926
58669,0.9159277
110826,0.8577275
15869,0.74586517
77915,0.91597587
106227,0.88557863
55833,0.90344363
79360,0.8303672
77379,0.91773736
52631,0.91780144
35883,0.9150742
9547,0.9132146
13991,0.33809492
84219,0.91683006
70926,0.90987086
34015,0.9151631
32946,0.8530109
45355,0.8876516
91751,0.84569263
21359,0.9176842
11826,0.8677989
903,0.91549116
59219,0.9083635
96186,0.8954913
77733,0.8689971
50783,0.9155157
110785,0.9031394
18456,0.91564816
105100,0.88343275
46904,0.5309611
45449,0.89823234
30434,0.8785302
44087,0.8769579
24294,0.37141028
89501,0.91173255
21298,0.7724601
37669,0.91057277
43117,0.8368834
845,0.90169203
112320,0.91592836
62220,0.91408974
34080,0.894918
51721,0.8459448
42907,0.784683
73771,0.91532534
85727,0.52073836
52513,0.91473705
39685,0.9167704
12273,0.7729082
16237,0.8656104
22371,0.58531123
24268,0.89979374
4568,0.8997967
93475,0.8827144
8057,0.91626084
110222,0.8906539
12789,0.9175419
89235,0.8777998
9654,0.8839166
32603,0.91687876
84594,0.86144054
14764,0.90871334
34248,0.91753453
67592,0.9160916
7703,0.9170736
76756,0.9154708
1010,0.8590948
95442,0.89892405
42315,0.91752195
30716,0.61773163
6883,0.82333267
35100,0.9154523
109979,0.9169535
21696,0.897845
111059,0.8847423
21519,0.8945432
78617,0.9086664
100367,0.91780144
77995,0.9055731
105210,0.8739162
16380,0.88732564
44187,0.9158373
41218,0.9084977
58634,0.9023626
19110,0.90757394
4414,0.91780144
18521,0.7496208
24882,0.8761008
85641,0.79615736
72528,0.9116871
64876,0.88459563
12774,0.91193694
32980,0.7933914
70026,0.9081199
2828,0.9158094
100666,0.91081667
52788,0.83972925
52721,0.91722715
60822,0.9149517
69624,0.9038486
50397,0.91687876
114015,0.8421451
18587,0.8953367
110836,0.8960998
28561,0.91780144
43452,0.9120355
84067,0.8720161
61365,0.9082074
53382,0.89162576
101947,0.91677064
10696,0.9158644
16315,0.8437588
54626,0.72381353
11053,0.8848846
21165,0.89536077
15921,0.9146523
48112,0.9175332
83391,0.5600736
107791,0.7706111
8645,0.90070075
35157,0.79000765
18502,0.91710246
50767,0.8883143
41118,0.88553816
4736,0.68298423
14651,0.9160003
7377,0.89969206
55964,0.81313455
37701,0.91737336
76538,0.4043362
16467,0.8156977
49026,0.9143068
59452,0.9053263
10054,0.91715765
26270,0.90889466
13623,0.91540396
86436,0.91710246
14775,0.9102326
80550,0.8612771
107423,0.91687876
36737,0.9066907
84629,0.89839923
99490,0.9041838
55459,0.9155272
109892,0.82903934
74049,0.9057224
5463,0.65893584
13578,0.9135884
61521,0.63549894
30802,0.91658884
14188,0.9162092
61141,0.90847045
9428,0.8886243
12062,0.4168623
104486,0.87524515
90798,0.9148043
107092,0.9096714
33735,0.89507145
48635,0.87242025
92659,0.8353922
60581,0.9140819
44303,0.91386926
73788,0.9021517
69551,0.9003603
7779,0.80902416
13197,0.90589267
25590,0.9169588
108267,0.84100956
55063,0.88750666
1148,0.91109
83092,0.9159387
84017,0.9063255
95240,0.9155632
10826,0.88389957
80338,0.9110897
39979,0.9136569
8560,0.8933689
17769,0.62956077
49038,0.9090338
2289,0.90452933
79045,0.8971593
94273,0.89614296
10930,0.8677242
1616,0.91773736
101464,0.91673464
22889,0.91683006
92523,0.91367567
34610,0.89892864
13814,0.8990855
86136,0.8381218
37831,0.8818575
106317,0.89390886
107645,0.9092488
51542,0.91780144
78837,0.9089393
41855,0.8378927
63989,0.91780144
45445,0.9150364
37818,0.91549426
50323,0.9175852
13469,0.91335773
32671,0.9166894
95279,0.91780144
102909,0.9175419
478,0.9147329
71256,0.8553042
10320,0.9110987
96103,0.89002967
95716,0.91444117
29880,0.913856
103569,0.90103287
59495,0.87538904
101972,0.89991015
75191,0.47976118
92486,0.9065803
112355,0.5825111
3066,0.7475033
6289,0.9143827
18961,0.91093904
58041,0.69600564
71702,0.89694107
45817,0.817163
33179,0.91653234
67573,0.91166943
105951,0.89598984
36538,0.8798827
9616,0.8975712
112050,0.8618079
8539,0.9167892
